sex,typesite,chheight,mtheight,epreas1,foodexp,y
Female,Rural,107.7,154.1,Not very important,386,0
Female,Rural,99.1,154.1,Important,770,1
Female,Urban,103,154.1,Moderately important,1128,0
Male,Rural,106.1,154.15,Important,846,0
Male,Rural,107.9,154.15,Moderately important,2176,0
Male,Rural,102.95,154.15,Important,900,0
Female,Rural,100.35,154.15,Important,632,0
Female,Urban,105.1,154.15,Important,1500,0
Male,Rural,101.85,154.2,Important,2436,1
Male,Rural,105.8,154.2,Important,1162,0
Male,Rural,103.95,154.2,Important,740,0
Male,Urban,105.2,154.2,Moderately important,390,0
Female,Rural,106.65,154.2,Important,368,0
Male,Rural,103,154.2,Important,1366,1
Female,Rural,103.9,154.2,Not very important,994,0
Female,Rural,106.4,154.2,Important,506,0
Male,Rural,106.95,154.2,Important,1290,0
Female,Rural,103.9,154.2,Important,132,0
Female,Rural,106.9,154.2,Very important,1644,0
Female,Rural,102.6,154.2,Not important at all,714,0
Female,Rural,107.1,154.2,Important,542,0
Male,Rural,103.35,154.2,Important,1390,0
Male,Rural,106.75,154.25,Not very important,836,0
Male,Rural,99.45,154.25,Important,944,0
Male,Rural,110.45,154.3,Important,608,0
Female,Rural,98,154.3,Important,718,1
Female,Rural,97.6,154.3,Moderately important,554,1
Male,Rural,114.4,154.3,Important,620,0
Female,Rural,102.3,154.3,Not very important,962,0
Female,Rural,97.3,154.3,Important,406,1
Male,Rural,98.5,154.3,Very important,1542,1
Female,Rural,107.25,154.3,Important,962,0
Male,Rural,106.85,154.3,Moderately important,882,0
Female,Rural,103,154.35,Important,628,0
Male,Rural,111.4,154.35,Moderately important,944,0
Female,Rural,105.25,154.4,Important,1148,0
Female,Rural,98.4,154.4,Important,1016,1
Female,Rural,111.55,154.4,Important,1342,0
Male,Rural,105.6,154.4,Moderately important,2114,1
Male,Rural,106.65,154.4,Very important,462,0
Male,Rural,103.25,154.4,Important,866,0
Male,Rural,106,154.4,Important,1136,0
Female,Rural,102,154.4,Moderately important,972,1
Female,Rural,106.2,154.4,Important,458,0
Male,Rural,113.45,154.4,Important,1194,0
Female,Rural,99.2,154.4,Important,374,1
Female,Urban,108.6,154.4,Not very important,1242,0
Male,Rural,102.75,154.45,Important,492,1
Female,Rural,98.6,154.45,Important,1688,1
Female,Rural,98.65,154.45,Important,1452,1
Male,Urban,108.5,154.45,Important,1418,0
Male,Urban,106.5,154.45,Not very important,2202,0
Male,Rural,99.2,154.5,Important,2232,1
Female,Rural,104.3,154.5,Important,1022,0
Female,Rural,109.25,154.5,Important,662,0
Male,Rural,102.6,154.5,Important,430,0
Female,Rural,110.6,154.5,Very important,1234,0
Female,Rural,105.2,154.5,Important,858,0
Female,Rural,104.4,154.5,Important,410,0
Female,Rural,101.1,154.5,Important,698,0
Female,Rural,104.75,154.5,Very important,670,0
Female,Rural,106.65,154.5,Important,1168,0
Female,Rural,98,154.5,Important,536,1
Male,Rural,109.3,154.5,Important,728,0
Female,Urban,105.5,154.5,Important,1674,0
Male,Urban,109.8,154.5,Important,1028,0
Female,Urban,113.6,154.5,Important,1458,0
Male,Urban,101.05,154.5,Important,860,1
Female,Urban,110,154.5,Not very important,2262,0
Male,Rural,102.05,154.55,Important,630,1
Female,Rural,111.2,154.55,Moderately important,1728,0
Female,Urban,120.15,154.55,Important,2108,0
Female,Rural,103.4,154.6,Important,296,0
Male,Rural,99.45,154.6,Important,1180,1
Male,Rural,108.3,154.6,Not important at all,1252,0
Male,Rural,105.4,154.6,Important,460,0
Male,Urban,116.5,154.6,Important,2500,0
Female,Urban,105.65,154.6,Moderately important,1430,0
Male,Rural,100.9,154.65,Important,592,1
Female,Rural,105.35,154.65,Important,648,0
Female,Rural,106.4,154.65,Important,656,0
Male,Rural,106.4,154.65,Important,654,0
Female,Rural,108.8,154.65,Important,1672,0
Female,Rural,102.1,154.65,Important,800,0
Male,Urban,111.4,154.65,Important,1718,0
Male,Urban,104.8,154.65,Not very important,1228,0
Male,Urban,117.55,154.65,Moderately important,946,0
Female,Rural,109.5,154.7,Moderately important,1458,0
Male,Rural,104.1,154.7,Important,586,0
Male,Rural,107.6,154.7,Not important at all,1868,0
Female,Rural,108.65,154.7,Very important,546,0
Female,Rural,98.5,154.7,Moderately important,686,1
Female,Rural,104.9,154.7,Moderately important,842,0
Female,Rural,110.1,154.7,Important,797,0
Male,Rural,104.3,154.7,Important,756,0
Female,Urban,109.8,154.7,Moderately important,1302,0
Female,Urban,110.2,154.7,Important,1454,0
Female,Rural,103.35,154.7,Not very important,1088,0
Female,Rural,110.35,154.75,Moderately important,506,0
Male,Rural,103.2,154.75,Not very important,1180,0
Male,Rural,106.6,154.75,Very important,516,0
Female,Rural,100.8,154.75,Important,1370,0
Male,Rural,101.5,154.8,Important,554,1
Female,Rural,101,154.8,Important,446,0
Male,Rural,97.1,154.8,Important,1182,1
Male,Rural,104.95,154.8,Important,646,0
Male,Rural,105.45,154.8,Very important,454,0
Female,Rural,100.5,154.8,Important,1212,1
Female,Rural,105.9,154.8,Important,430,0
Female,Urban,107.7,154.8,Important,2272,0
Male,Urban,106.45,154.8,Important,1460,0
Male,Urban,106.05,154.8,Not important at all,2902,0
Male,Rural,114.65,154.85,Important,970,0
Male,Rural,114.85,154.85,Important,1146,0
Female,Rural,96.05,154.85,Moderately important,444,1
Male,Rural,109.5,154.9,Very important,2152,0
Female,Rural,106.75,154.9,Important,1010,0
Female,Rural,110.25,154.9,Important,1962,0
Male,Rural,102.1,154.9,Moderately important,430,0
Female,Urban,103.5,154.9,Moderately important,2740,0
Female,Rural,111.05,154.95,Not important at all,1308,0
Female,Rural,109.5,154.95,Important,576,0
Male,Rural,108.3,155,Important,840,0
Female,Rural,113.1,155,Very important,752,0
Female,Rural,104,155,Very important,626,0
Female,Rural,103.9,155,Important,572,0
Female,Rural,105,155,Important,810,0
Male,Rural,104.4,155,Important,958,0
Male,Rural,101,155,Important,869.20001,1
Male,Rural,103,155,Important,778,0
Male,Rural,105,155,Important,1300,0
Female,Rural,103.65,155,Important,1040,0
Male,Rural,106.1,155,Important,1724,0
Female,Rural,108.45,155,Very important,1762,0
Female,Rural,112.45,155,Important,1510,0
Male,Rural,111.2,155,Very important,2178,0
Female,Rural,108.3,155,Important,936,0
Male,Urban,111.8,155,Important,2494,0
Male,Urban,110,155,Important,1450,0
Female,Urban,114.5,155,Important,6176,0
Female,Urban,108.9,155,Important,2870,0
Male,Urban,104.55,155.05,Important,1558,0
Female,Urban,107.75,155.05,Not very important,1818,0
Male,Urban,122.65,155.05,Important,1316,0
Male,Rural,102.9,155.1,Important,558,0
Female,Rural,98.5,155.1,Important,886,1
Male,Rural,104.1,155.1,Important,378,0
Female,Rural,106.4,155.1,Important,1110,0
Female,Rural,106.55,155.1,Moderately important,434,0
Male,Urban,115.4,155.1,Important,2244,0
Female,Rural,96.1,155.15,Moderately important,1150,1
Male,Rural,106,155.15,Not very important,1252,0
Female,Rural,107.55,155.15,Important,2242,0
Male,Rural,112.15,155.15,Very important,500,0
Male,Rural,108.35,155.15,Important,1406,0
Male,Urban,111.15,155.15,Moderately important,1534,0
Male,Rural,112.2,155.2,Moderately important,986,0
Male,Rural,111.7,155.2,Important,1790,0
Male,Rural,101.25,155.2,Not very important,1332,0
Female,Rural,107,155.2,Important,1340,0
Female,Rural,106.3,155.2,Very important,1520,0
Female,Rural,104.8,155.25,Not very important,866,0
Male,Rural,100.6,155.3,Moderately important,1240,1
Male,Rural,102.05,155.3,Not important at all,1014,0
Female,Urban,106.2,155.3,Important,1658,0
Male,Rural,111.5,155.35,Important,730,0
Female,Rural,109.7,155.35,Moderately important,1062,0
Male,Rural,106.55,155.35,Important,1420,0
Female,Rural,102,155.35,Moderately important,582,0
Male,Rural,107.05,155.35,Important,340,0
Female,Urban,113.55,155.35,Important,1884,0
Female,Rural,106.05,155.4,Important,360,0
Male,Rural,102,155.4,Moderately important,1258,0
Male,Rural,112,155.4,Important,1116,0
Male,Rural,99.5,155.4,Moderately important,668,1
Male,Rural,114.45,155.4,Very important,802,0
Female,Rural,103.1,155.4,Important,976,0
Female,Rural,101.2,155.4,Moderately important,1262,0
Male,Urban,119.65,155.4,Not important at all,6952,0
Female,Rural,106.7,155.45,Moderately important,1748,0
Female,Rural,99.8,155.45,Important,816,0
Female,Rural,106.35,155.45,Important,988,0
Male,Rural,108.8,155.45,Important,846,0
Female,Rural,105.1,155.5,Moderately important,670,0
Male,Rural,97.4,155.5,Important,1340,1
Female,Rural,104.9,155.5,Important,1290,0
Female,Rural,104.65,155.5,Very important,1080,0
Male,Rural,110.5,155.5,Important,738,0
Male,Rural,105.4,155.5,Moderately important,424,0
Male,Urban,109.6,155.5,Important,670,0
Female,Rural,108.5,155.55,Important,746,0
Male,Rural,106.15,155.55,Moderately important,1990,0
Female,Rural,103.4,155.55,Important,884,0
Male,Urban,111.2,155.55,Important,930,0
Female,Urban,109.75,155.55,Important,1908,0
Female,Urban,113.4,155.55,Not very important,2790,0
Male,Rural,106.55,155.6,Moderately important,728,0
Male,Rural,109.4,155.6,Important,1294,0
Male,Rural,109.7,155.6,Very important,436,0
Female,Rural,105.8,155.6,Very important,1300,0
Male,Rural,106.05,155.6,Important,770,0
Female,Urban,116.7,155.6,Moderately important,1926,0
Female,Urban,107.05,155.65,Moderately important,866,0
Female,Rural,109,155.65,Important,806,0
Female,Rural,103.95,155.65,Important,1860,0
Male,Rural,109.75,155.65,Important,1818,0
Female,Urban,113.1,155.65,Not very important,4430,0
Male,Rural,107.6,155.7,Important,1450,0
Male,Rural,114.2,155.7,Moderately important,940,0
Male,Rural,101.95,155.7,Important,922,1
Male,Rural,110.95,155.7,Important,2162,0
Female,Rural,105.1,155.7,Important,876,0
Male,Rural,108.5,155.7,Moderately important,1234,0
Male,Urban,105.7,155.7,Moderately important,2190,0
Male,Rural,107.95,155.75,Not very important,686,0
Male,Rural,112.1,155.75,Important,1152,0
Female,Urban,111.55,155.75,Moderately important,902,0
Male,Urban,115.75,155.75,Important,4000,0
Female,Rural,105.95,155.8,Important,666,0
Male,Rural,105.55,155.8,Very important,750,0
Male,Urban,108.5,155.8,Important,1624,0
Male,Urban,108,155.8,Important,1908,0
Male,Urban,104.25,155.8,Important,668,0
Male,Rural,109.2,155.9,Important,456,0
Female,Rural,101.25,155.9,Very important,1472,0
Male,Rural,113.05,155.9,Very important,1730,0
Female,Urban,111,155.9,Important,1960,0
Male,Rural,106.85,155.95,Not very important,912,0
Male,Rural,102.5,155.95,Moderately important,1390,0
Male,Rural,114.75,156,Not important at all,946,0
Female,Rural,95,156,Moderately important,370,1
Male,Rural,102.5,156,Moderately important,492,0
Male,Rural,106.1,156,Moderately important,596,0
Male,Rural,105.5,156,Important,506,0
Male,Rural,109,156,Very important,1296,0
Female,Rural,103.5,156,Very important,810,0
Female,Rural,109.8,156,Important,598,0
Female,Rural,103.3,156,Important,692,0
Male,Urban,114.5,156,Not very important,2838,0
Female,Urban,103.8,156,Very important,1327,0
Male,Rural,119.8,156.05,Important,1928,0
Female,Rural,103.75,156.05,Important,1984,0
Male,Rural,108.45,156.05,Not very important,1658,0
Female,Urban,107.65,156.05,Not important at all,1906,0
Female,Rural,108.2,156.1,Important,1976,0
Male,Rural,110.1,156.1,Moderately important,352,0
Male,Rural,105.05,156.1,Important,722,0
Female,Urban,114,156.1,Moderately important,1694,0
Male,Rural,108,156.15,Moderately important,1554,0
Male,Rural,108.8,156.15,Important,1790,0
Female,Rural,109.5,156.2,Important,1120,0
Female,Rural,104.55,156.2,Important,1220,0
Female,Rural,111.95,156.2,Important,1032,0
Male,Rural,104,156.2,Important,882,0
Male,Rural,99.8,156.2,Important,1536,1
Male,Rural,106.9,156.2,Important,1446,0
Male,Rural,99.7,156.25,Important,970,1
Male,Rural,105.7,156.25,Important,752,0
Female,Rural,101.05,156.25,Important,646,0
Female,Rural,103.45,156.25,Important,348,0
Female,Rural,106.3,156.25,Important,772,0
Male,Rural,111.4,156.25,Important,816,0
Female,Urban,115.05,156.25,Important,1608,0
Female,Rural,100.9,156.3,Very important,1708,1
Male,Rural,105.7,156.3,Important,456,0
Female,Urban,109.7,156.3,Very important,1698,0
Female,Rural,97.9,156.35,Important,966,1
Male,Urban,115.4,156.35,Not very important,2730,0
Male,Rural,99.85,156.4,Important,346,1
Female,Rural,99.3,156.4,Moderately important,666,1
Male,Rural,109.7,156.4,Very important,1016,0
Male,Rural,110.65,156.4,Important,1276,0
Male,Urban,113.5,156.4,Important,1128,0
Female,Rural,110.25,156.45,Important,1326,0
Female,Rural,105.35,156.45,Very important,1584,0
Male,Rural,110.1,156.5,Moderately important,644,0
Male,Rural,108.1,156.5,Important,1214,0
Female,Rural,116.95,156.5,Important,2440,0
Male,Urban,110.3,156.5,Moderately important,1812,0
Male,Rural,102.05,156.55,Important,1748,0
Male,Rural,104.55,156.55,Important,1550,0
Female,Rural,99.5,156.55,Moderately important,1516,0
Female,Rural,107.25,156.55,Moderately important,1168,0
Female,Rural,109.3,156.55,Important,1016,0
Female,Rural,106.75,156.6,Important,952,0
Female,Rural,104.45,156.6,Important,1092,0
Male,Rural,106.35,156.6,Important,1224,0
Male,Rural,112.6,156.6,Important,988,0
Male,Rural,109.65,156.6,Important,1110,0
Male,Rural,110,156.6,Important,1284,0
Female,Rural,106.55,156.6,Important,793,0
Male,Rural,105,156.6,Important,760,0
Female,Rural,109.65,156.65,Important,1772,0
Female,Rural,110.05,156.65,Important,2000,0
Male,Rural,100.05,156.65,Important,234,0
Male,Rural,107.35,156.65,Important,788,0
Male,Rural,111.25,156.65,Moderately important,690,0
Female,Rural,101.8,156.7,Important,758,0
Male,Urban,121.3,156.7,Important,1240,0
Male,Urban,109.5,156.7,Very important,832,0
Male,Urban,104.4,156.7,Not important at all,1856,0
Male,Rural,106.55,156.75,Not very important,1252,0
Female,Rural,108.5,156.8,Moderately important,756,0
Male,Rural,106.2,156.8,Important,2060,0
Male,Rural,108.9,156.8,Not very important,692,0
Female,Rural,107,156.8,Moderately important,922,0
Male,Rural,99.45,156.8,Important,608,1
Male,Rural,106.1,156.8,Important,1400,0
Male,Urban,105.25,156.8,Moderately important,678,0
Female,Rural,107.95,156.85,Very important,626,0
Male,Rural,107.5,156.85,Important,1682,0
Female,Urban,102.15,156.85,Important,1840,0
Male,Rural,105,156.9,Important,426,0
Female,Urban,104.3,156.9,Moderately important,1880,0
Female,Rural,106.05,156.95,Important,810,0
Female,Rural,110.3,156.95,Important,930,0
Male,Rural,109.5,156.95,Important,530,0
Male,Rural,107.05,156.95,Important,1536,0
Male,Rural,107.85,156.95,Moderately important,1268,0
Female,Rural,110.4,156.95,Important,1268,0
Female,Rural,102.8,156.95,Not important at all,1418,0
Female,Rural,106.9,156.95,Important,2252,0
Male,Rural,105.35,156.95,Important,926,0
Male,Rural,109.8,157,Moderately important,1266,0
Female,Rural,101,157,Important,674,0
Male,Rural,109.3,157,Not very important,1100,0
Male,Urban,113.9,157,Important,2206,0
Female,Urban,112.9,157,Important,1070,0
Female,Urban,108,157,Very important,1272,0
Male,Urban,108.05,157,Important,1622,0
Male,Urban,112.6,157,Very important,3010,0
Female,Rural,105.25,157.05,Important,1080,0
Male,Rural,108.3,157.05,Important,1296,0
Male,Rural,108.25,157.05,Important,1054,0
Female,Rural,105.35,157.05,Important,870,0
Male,Rural,103.45,157.1,Important,570,0
Female,Rural,105.35,157.1,Not very important,420,0
Female,Rural,105.7,157.1,Very important,570,0
Male,Rural,104,157.1,Important,1698,0
Male,Rural,104.6,157.1,Very important,476,0
Male,Urban,115.6,157.1,Important,5664,0
Female,Rural,101.75,157.15,Moderately important,2012,0
Male,Rural,106.25,157.2,Important,884,0
Female,Rural,103.9,157.2,Important,1458,0
Male,Rural,105,157.2,Important,2182,0
Male,Urban,114.05,157.2,Important,1160,0
Female,Rural,109.75,157.25,Moderately important,632,0
Male,Rural,105.95,157.25,Moderately important,940,0
Female,Urban,106,157.25,Not important at all,3830,0
Female,Rural,105,157.3,Not very important,942,0
Female,Rural,105.85,157.3,Important,694,0
Female,Rural,104.5,157.3,Important,856,0
Female,Rural,109.3,157.3,Important,660,0
Male,Rural,112.25,157.35,Important,928,0
Male,Rural,108.05,157.35,Important,336,0
Male,Urban,121.65,157.4,Important,3590,0
Male,Urban,124.9,157.4,Moderately important,4096,0
Male,Urban,107.55,157.45,Important,902,0
Male,Rural,113.1,157.45,Important,608,0
Male,Rural,104.8,157.5,Important,998,0
Male,Rural,109.2,157.5,Important,944,0
Male,Rural,94.8,157.5,Very important,398,1
Male,Urban,112.95,157.5,Important,1124,0
Male,Rural,106.5,157.55,Important,658,0
Male,Rural,103.05,157.55,Important,688,0
Female,Rural,101.3,157.55,Important,626,0
Female,Rural,102.2,157.55,Important,386,0
Female,Rural,102.75,157.55,Important,670,0
Female,Rural,101.7,157.55,Important,950,0
Male,Urban,115.9,157.55,Not very important,5180,0
Female,Urban,104.9,157.55,Important,1092,0
Male,Rural,112.3,157.6,Important,1280,0
Male,Rural,106.05,157.6,Very important,476,0
Male,Rural,112.3,157.6,Very important,614,0
Female,Urban,109.5,157.6,Important,2014,0
Male,Urban,109.1,157.6,Very important,2050,0
Male,Rural,104.85,157.7,Important,2260,0
Male,Rural,102.3,157.7,Not very important,588,0
Female,Rural,108,157.7,Important,782,0
Male,Rural,109.7,157.7,Important,568,0
Female,Urban,117.5,157.7,Not important at all,1448,0
Male,Urban,106.4,157.7,Moderately important,3936,0
Female,Rural,109.4,157.75,Important,720,0
Male,Rural,122.5,157.75,Moderately important,1414,0
Male,Rural,103.5,157.75,Important,1028,0
Female,Urban,106,157.75,Important,1494,0
Female,Rural,101.5,157.8,Important,312,0
Male,Rural,109.1,157.8,Not very important,2018,0
Female,Rural,104.6,157.8,Important,310,0
Male,Rural,104.6,157.85,Important,824,0
Male,Rural,108.4,157.9,Important,1036,0
Male,Rural,114.35,157.9,Important,1452,0
Female,Rural,112.15,157.9,Important,938,0
Male,Urban,118.25,157.9,Moderately important,2270,0
Male,Urban,104.2,157.9,Important,356,0
Female,Rural,104,157.95,Moderately important,864,0
Male,Urban,119.25,157.95,Moderately important,3698,0
Female,Rural,102.35,158,Important,836,0
Female,Rural,104.1,158,Important,1460,0
Male,Rural,107,158,Important,1896,0
Male,Rural,104.1,158,Important,1798,0
Male,Rural,108.5,158,Not very important,540,0
Female,Rural,112.3,158,Important,840,0
Female,Rural,104,158,Moderately important,446,0
Male,Rural,105.85,158,Very important,490,0
Female,Urban,109.4,158,Important,922,0
Female,Urban,116.8,158,Not important at all,650,0
Male,Rural,103.45,158.05,Important,1392,0
Male,Rural,111.8,158.05,Moderately important,1148,0
Female,Rural,107.1,158.1,Very important,700,0
Male,Rural,109.1,158.1,Important,574,0
Male,Rural,109.95,158.15,Moderately important,804,0
Male,Rural,100.7,158.15,Important,1142,1
Male,Rural,108.4,158.15,Important,427,0
Male,Urban,105.55,158.15,Important,1010,0
Female,Rural,100.1,158.2,Important,844,1
Female,Rural,105.8,158.2,Very important,730,0
Male,Rural,104.2,158.2,Important,810,0
Female,Rural,105.4,158.2,Important,706,0
Male,Rural,114.5,158.2,Important,1230,0
Male,Urban,109.4,158.2,Important,1802,0
Female,Rural,105.7,158.25,Moderately important,602,0
Male,Rural,108.05,158.25,Important,1238,0
Male,Rural,103.9,158.25,Important,878,0
Male,Rural,115.8,158.3,Important,418,0
Female,Rural,110.35,158.3,Important,558,0
Female,Urban,105.5,158.3,Very important,664,0
Male,Rural,109.9,158.4,Important,1184,0
Female,Rural,101,158.4,Important,340,1
Male,Urban,113.8,158.4,Moderately important,3990,0
Male,Rural,114.2,158.45,Important,1192,0
Female,Rural,103.15,158.45,Important,780,0
Female,Urban,108,158.45,Moderately important,3174,0
Female,Rural,116.45,158.5,Important,686,0
Male,Rural,118.65,158.5,Very important,1710,0
Male,Rural,110.6,158.5,Important,886,0
Female,Urban,113.8,158.5,Important,1682,0
Male,Rural,113.85,158.55,Important,1398,0
Male,Rural,109.25,158.55,Important,1470,0
Male,Urban,107.3,158.55,Very important,2126,0
Female,Rural,109.25,158.55,Important,1164,0
Female,Rural,109.85,158.6,Not important at all,840,0
Male,Rural,102.95,158.6,Important,705.59998,0
Female,Rural,101.6,158.65,Important,372,0
Female,Urban,113.4,158.7,Moderately important,1704,0
Female,Urban,109.3,158.7,Important,1950,0
Male,Urban,116.5,158.7,Important,2266,0
Male,Urban,109.8,158.7,Not very important,610,0
Male,Urban,104.4,158.7,Moderately important,1406,0
Female,Urban,104.5,158.7,Important,1988,0
Female,Rural,108.7,158.75,Moderately important,1274,0
Male,Rural,98.15,158.75,Important,454,1
Male,Rural,105.8,158.8,Important,688,0
Male,Rural,106.05,158.8,Important,566,0
Male,Rural,103,158.8,Moderately important,478,1
Female,Urban,105.8,158.8,Important,964,0
Female,Rural,107.65,158.85,Very important,700,0
Male,Rural,112,158.85,Moderately important,780,0
Male,Rural,102.7,158.9,Important,1360,1
Female,Rural,103.3,158.9,Important,972,0
Female,Rural,103.6,158.9,Moderately important,814,0
Male,Rural,107.2,158.9,Very important,770,0
Male,Rural,102.75,158.95,Important,910,0
Female,Rural,104.95,158.95,Important,738,0
Female,Rural,101.1,159,Important,474,0
Female,Rural,103,159,Important,716,0
Female,Rural,110.5,159,Important,1147,0
Female,Rural,107,159,Moderately important,1452,0
Female,Rural,99.3,159,Important,926,1
Male,Urban,113.05,159,Important,1238,0
Female,Urban,103.45,159,Important,1034,0
Male,Urban,113.55,159,Important,2176,0
Male,Urban,113.5,159,Not important at all,2780,0
Male,Rural,100.05,159.05,Important,1338,1
Male,Rural,104.15,159.1,Not very important,1218,0
Male,Rural,105.8,159.1,Important,544,0
Female,Rural,102.45,159.1,Moderately important,630,0
Male,Rural,99.25,159.15,Moderately important,2304,0
Male,Rural,100,159.15,Not very important,1348,1
Female,Rural,105.6,159.15,Important,944,0
Male,Urban,109.15,159.2,Very important,2110,0
Female,Rural,108.75,159.25,Important,510,0
Female,Urban,107.2,159.25,Important,704,0
Female,Rural,106.3,159.3,Important,926,0
Female,Rural,104.9,159.3,Moderately important,970,0
Male,Rural,114.05,159.3,Important,1148,0
Female,Rural,100.9,159.3,Important,548,0
Male,Rural,106.75,159.35,Important,678,0
Female,Rural,111.35,159.35,Important,1112,0
Female,Rural,109.8,159.35,Very important,666,0
Female,Rural,111.7,159.4,Moderately important,1492,0
Female,Rural,104.3,159.4,Not very important,714,0
Male,Rural,103.65,159.4,Important,1084,0
Female,Rural,106.5,159.45,Very important,920,0
Female,Rural,111,159.5,Important,888,0
Male,Rural,110,159.5,Very important,1592,0
Male,Urban,107.4,159.5,Important,1396,0
Female,Urban,111.05,159.5,Important,4498,0
Female,Urban,110.8,159.5,Important,2314,0
Female,Urban,107.6,159.5,Not very important,3800,0
Male,Rural,107.05,159.6,Important,890,0
Male,Rural,116.7,159.6,Important,684,0
Female,Urban,109,159.6,Not very important,3004,0
Female,Urban,111.85,159.6,Moderately important,786,0
Male,Urban,110.25,159.65,Important,1148,0
Female,Rural,105.55,159.7,Important,900,0
Male,Rural,109.25,159.75,Important,760,0
Male,Rural,112.1,159.8,Not very important,1822,0
Female,Rural,99.55,159.85,Important,1162,0
Male,Rural,111.05,159.95,Very important,624,0
Female,Rural,104.05,159.95,Very important,814,0
Male,Rural,107.7,159.95,Important,1878,0
Female,Rural,106.95,160,Very important,480,0
Female,Rural,109.15,160,Not very important,806,0
Female,Rural,105.5,160,Important,1300,0
Male,Rural,108.65,160,Very important,1100,0
Male,Rural,107.2,160,Important,1600,0
Female,Urban,111.3,160,Important,1960,0
Female,Rural,100.55,160.05,Important,898,0
Female,Rural,100.5,160.05,Important,446,1
Male,Rural,103.9,160.05,Important,734,0
Male,Urban,106.1,160.05,Moderately important,724,0
Male,Rural,101.45,160.1,Moderately important,1056,0
Male,Urban,119.4,160.1,Important,1728,0
Male,Urban,105.6,160.1,Important,1910,0
Female,Urban,114.9,160.1,Moderately important,3010,0
Male,Rural,103.15,160.15,Important,1072,0
Female,Urban,112.25,160.15,Not important at all,2500,0
Female,Rural,107.05,160.25,Moderately important,694,0
Female,Rural,108.95,160.3,Important,1160,0
Male,Urban,104.85,160.3,Not very important,1126,0
Male,Rural,102.6,160.3,Not very important,612,0
Female,Rural,107.85,160.3,Important,1440,0
Male,Rural,102.3,160.3,Very important,640,0
Female,Rural,109.4,160.3,Important,738,0
Female,Rural,110.5,160.3,Important,1904,0
Female,Rural,111.75,160.4,Moderately important,1520,0
Female,Rural,106.2,160.4,Not very important,1074,0
Male,Rural,109.45,160.4,Important,1694,0
Male,Urban,122.3,160.4,Important,1796,0
Male,Rural,111.45,160.45,Moderately important,918,0
Male,Rural,104.75,160.45,Important,1116,0
Female,Urban,113.45,160.45,Moderately important,2280,0
Female,Rural,105.95,160.5,Moderately important,856,0
Male,Rural,99,160.5,Very important,1130,1
Female,Rural,109.05,160.5,Not very important,2184,0
Male,Rural,107.8,160.5,Important,562,0
Male,Urban,110.5,160.5,Very important,2910,0
Female,Urban,106.2,160.5,Important,2320,0
Male,Urban,105.15,160.55,Moderately important,1202,0
Female,Rural,108.8,160.6,Important,1888,0
Male,Rural,103.55,160.6,Important,3968,0
Male,Rural,107.65,160.6,Important,968,0
Female,Urban,108.45,160.6,Moderately important,2020,0
Female,Rural,98.7,160.7,Important,992,1
Male,Urban,116.5,160.7,Important,3321,0
Female,Urban,106.2,160.7,Not very important,1486,0
Male,Rural,101.05,160.8,Important,974,1
Male,Rural,114.45,160.8,Very important,1926,0
Male,Rural,110.2,160.85,Important,1474,0
Female,Rural,111.05,160.9,Very important,1068,0
Male,Rural,106.9,160.9,Important,974,0
Female,Rural,107.65,160.9,Important,938,0
Female,Rural,107.1,160.95,Important,776,0
Female,Rural,105.25,161,Important,890,0
Female,Rural,108.5,161,Important,936,0
Female,Rural,102.75,161.05,Not very important,3930,0
Male,Rural,112.05,161.05,Important,522,0
Female,Rural,106.6,161.2,Important,1198,0
Male,Rural,112.05,161.2,Moderately important,1000,0
Female,Rural,106.7,161.2,Important,1636,0
Male,Rural,113.2,161.25,Important,638,0
Male,Urban,115.8,161.3,Moderately important,1378,0
Male,Rural,109.1,161.35,Important,764,0
Male,Rural,114.35,161.4,Important,894,0
Female,Rural,112.35,161.45,Important,1140,0
Female,Rural,107.6,161.5,Important,714,0
Male,Rural,112.05,161.5,Very important,1354,0
Female,Urban,100.9,161.5,Important,952,1
Female,Rural,107.7,161.55,Important,1276,0
Female,Rural,111.45,161.55,Important,2220,0
Female,Rural,106.6,161.6,Important,1388,0
Female,Rural,108.85,161.6,Important,548,0
Male,Rural,107.65,161.6,Very important,896,0
Female,Rural,112.9,161.7,Important,1420,0
Male,Rural,97.2,161.75,Important,720,1
Female,Rural,100.15,161.75,Important,822,0
Female,Rural,108.05,161.95,Important,1702,0
Female,Rural,112.6,162,Important,946,0
Female,Rural,99.5,162,Moderately important,210,1
Male,Rural,96.1,162,Important,870,1
Female,Urban,113.1,162,Important,2060,0
Female,Rural,106.5,162.05,Important,1020,0
Male,Rural,99,162.2,Moderately important,964,1
Female,Rural,109.35,162.25,Important,774,0
Male,Rural,108.6,162.3,Important,950,0
Female,Rural,108.8,162.3,Moderately important,1426,0
Female,Rural,116.95,162.35,Not very important,1882,0
Female,Rural,108.7,162.35,Important,1930,0
Male,Rural,102.05,162.45,Important,1860,1
Female,Rural,108.5,162.5,Important,1050,0
Female,Rural,108.5,162.5,Important,556,0
Female,Rural,107.65,162.5,Important,762,0
Female,Rural,108.7,162.5,Important,1228,0
Male,Rural,112.35,162.55,Important,692,0
Female,Urban,111.5,162.55,Moderately important,2540,0
Male,Rural,105.7,162.6,Moderately important,1312,0
Female,Rural,113.15,162.6,Important,632,0
